序号,文件名,虫子编号,虫子名称,中心点x坐标,中心点y坐标,左上角x坐标,左上角y坐标,右下角x坐标,右下角y坐标
1084,01561.jpg,0,无,,,,,,
1085,01564.jpg,156,八点灰灯蛾,1746,432,1329,67,2163,798
1086,01564.jpg,256,蟋蟀,2435,1844,2284,1679,2587,2009
1087,01566.jpg,0,无,,,,,,
1088,01567.jpg,0,无,,,,,,
1089,01568.jpg,0,无,,,,,,
1090,01569.jpg,0,无,,,,,,
1091,01570.jpg,0,无,,,,,,
1092,01572.jpg,0,无,,,,,,
1093,01573.jpg,9,白背飞虱,4679,1340,4644,1286,4715,1394
1094,01574.jpg,0,无,,,,,,
1095,01577.jpg,0,无,,,,,,
1096,01578.jpg,9,白背飞虱,1323,2459,1288,2406,1359,2512
1097,01578.jpg,10,褐飞虱属,2646,2951,2620,2882,2672,3021
1098,01581.jpg,0,无,,,,,,
1099,01583.jpg,7,二化螟,3300,2020,3138,1863,3463,2177
1100,01584.jpg,0,无,,,,,,
1101,01585.jpg,156,八点灰灯蛾,3224,256,2846,8,3603,505
1102,01586.jpg,280,黄毒蛾,4168,385,3913,83,4424,687
1103,01587.jpg,0,无,,,,,,
1104,01588.jpg,256,蟋蟀,2953,2832,2632,2390,3275,3275
1105,01592.jpg,10,褐飞虱属,3814,792,3769,743,3859,842
1106,01592.jpg,156,八点灰灯蛾,3479,289,3056,0,3903,578
1107,01594.jpg,0,无,,,,,,
1108,01596.jpg,0,无,,,,,,
1109,01597.jpg,0,无,,,,,,
1110,01598.jpg,280,黄毒蛾,4242,1186,4075,1001,4410,1372
1111,01599.jpg,0,无,,,,,,
1112,01600.jpg,256,蟋蟀,1855,3103,1709,2909,2002,3297
1113,01602.jpg,0,无,,,,,,
1114,01603.jpg,0,无,,,,,,
1115,01606.jpg,0,无,,,,,,
1116,01607.jpg,0,无,,,,,,
1117,01608.jpg,10,褐飞虱属,3072,768,3030,720,3115,817
1118,01608.jpg,480,石蛾,2324,1644,2218,1556,2430,1733
1119,01609.jpg,0,无,,,,,,
1120,01610.jpg,105,粘虫,2186,1729,2047,1422,2325,2036
1121,01611.jpg,0,无,,,,,,
1122,01612.jpg,0,无,,,,,,
1123,01613.jpg,148,黄足猎蝽,4014,138,3687,8,4341,268
1124,01614.jpg,0,无,,,,,,
1125,01615.jpg,10,褐飞虱属,1742,1640,1687,1612,1798,1668
1126,01615.jpg,115,甜菜夜蛾,4692,3266,4576,2994,4808,3538
1127,01616.jpg,0,无,,,,,,
1128,01617.jpg,0,无,,,,,,
1129,01618.jpg,0,无,,,,,,
1130,01620.jpg,8,稻纵卷叶螟,2385,1065,2226,908,2544,1222
1131,01621.jpg,10,褐飞虱属,1661,2551,1618,2504,1704,2598
1132,01621.jpg,156,八点灰灯蛾,2224,2317,1722,1897,2727,2737
1133,01622.jpg,0,无,,,,,,
1134,01623.jpg,0,无,,,,,,
1135,01625.jpg,0,无,,,,,,
1136,01626.jpg,0,无,,,,,,
1137,01628.jpg,0,无,,,,,,
1138,01629.jpg,256,蟋蟀,3285,1900,3089,1492,3482,2308
1139,01630.jpg,0,无,,,,,,
1140,01632.jpg,0,无,,,,,,
1141,01633.jpg,0,无,,,,,,
1142,01634.jpg,0,无,,,,,,
1143,01635.jpg,0,无,,,,,,
1144,01636.jpg,0,无,,,,,,
1145,01637.jpg,0,无,,,,,,
1146,01638.jpg,0,无,,,,,,
1147,01639.jpg,0,无,,,,,,
1148,01640.jpg,0,无,,,,,,
1149,01641.jpg,0,无,,,,,,
1150,01642.jpg,0,无,,,,,,
1151,01643.jpg,0,无,,,,,,
1152,01646.jpg,0,无,,,,,,
1153,01648.jpg,0,无,,,,,,
1154,01649.jpg,7,二化螟,4181,3337,3941,3169,4422,3505
1155,01649.jpg,110,草地螟,2405,748,2260,632,2550,864
1156,01649.jpg,148,黄足猎蝽,2156,1151,1947,888,2365,1414
1157,01653.jpg,0,无,,,,,,
1158,01655.jpg,0,无,,,,,,
1159,01656.jpg,0,无,,,,,,
1160,01658.jpg,0,无,,,,,,
1161,01659.jpg,0,无,,,,,,
1162,01660.jpg,10,褐飞虱属,3886,2326,3845,2248,3928,2405
1163,01660.jpg,10,褐飞虱属,2679,2035,2615,1990,2744,2080
1164,01662.jpg,394,线委夜蛾,3928,1468,3645,1127,4211,1809
1165,01663.jpg,0,无,,,,,,
1166,01664.jpg,0,无,,,,,,
1167,01665.jpg,0,无,,,,,,
1168,01666.jpg,0,无,,,,,,
1169,01667.jpg,0,无,,,,,,
1170,01670.jpg,0,无,,,,,,
1171,01672.jpg,0,无,,,,,,
1172,01676.jpg,0,无,,,,,,
1173,01677.jpg,0,无,,,,,,
1174,01679.jpg,0,无,,,,,,
1175,01680.jpg,0,无,,,,,,
1176,01681.jpg,0,无,,,,,,
1177,01682.jpg,0,无,,,,,,
1178,01684.jpg,0,无,,,,,,
1179,01685.jpg,10,褐飞虱属,2645,2968,2621,2902,2670,3034
1180,01689.jpg,41,蝼蛄,1807,962,1594,512,2021,1413
1181,01689.jpg,256,蟋蟀,1832,2115,1491,1981,2174,2249
1182,01690.jpg,7,二化螟,1340,2231,1199,1994,1482,2468
1183,01690.jpg,7,二化螟,2799,1040,2626,774,2973,1307
1184,01690.jpg,10,褐飞虱属,3616,3174,3563,3129,3669,3219
1185,01690.jpg,105,粘虫,2544,2442,2226,2172,2862,2712
1186,01691.jpg,0,无,,,,,,
1187,01693.jpg,0,无,,,,,,
1188,01694.jpg,0,无,,,,,,
1189,01695.jpg,10,褐飞虱属,2194,1773,2164,1720,2224,1826
1190,01696.jpg,256,蟋蟀,1351,3046,1170,2654,1532,3438
1191,01698.jpg,0,无,,,,,,
1192,01699.jpg,10,褐飞虱属,2603,1435,2577,1373,2630,1498
1193,01699.jpg,256,蟋蟀,3461,3044,3251,2733,3672,3356
1194,01700.jpg,6,大螟,3078,268,2905,8,3251,529
1195,01700.jpg,9,白背飞虱,982,1716,934,1646,1030,1786
1196,01700.jpg,10,褐飞虱属,997,480,966,417,1028,544
1197,01700.jpg,10,褐飞虱属,2840,1006,2787,949,2893,1063
1198,01700.jpg,222,棉铃虫,1459,1914,1179,1597,1740,2232
1199,01701.jpg,0,无,,,,,,
1200,01704.jpg,0,无,,,,,,
1201,01705.jpg,0,无,,,,,,
1202,01708.jpg,7,二化螟,4408,2695,4335,2482,4482,2909
1203,01709.jpg,9,白背飞虱,1782,1019,1742,977,1822,1062
1204,01711.jpg,0,无,,,,,,
1205,01712.jpg,0,无,,,,,,
1206,01713.jpg,156,八点灰灯蛾,2317,3113,1959,2714,2675,3513
1207,01713.jpg,156,八点灰灯蛾,3954,3538,3562,3425,4346,3652
1208,01713.jpg,156,八点灰灯蛾,1904,1581,1317,1255,2491,1907
1209,01713.jpg,156,八点灰灯蛾,3127,176,2584,21,3670,331
1210,01714.jpg,0,无,,,,,,
1211,01716.jpg,0,无,,,,,,
1212,01719.jpg,0,无,,,,,,
1213,01720.jpg,0,无,,,,,,
1214,01725.jpg,0,无,,,,,,
1215,01726.jpg,0,无,,,,,,
1216,01728.jpg,480,石蛾,1556,3201,1410,3095,1703,3307
1217,01729.jpg,0,无,,,,,,
1218,01730.jpg,0,无,,,,,,
1219,01738.jpg,0,无,,,,,,
1220,01740.jpg,0,无,,,,,,
1221,01741.jpg,0,无,,,,,,
1222,01743.jpg,0,无,,,,,,
1223,01744.jpg,0,无,,,,,,
1224,01745.jpg,0,无,,,,,,
1225,01746.jpg,0,无,,,,,,
1226,01747.jpg,148,黄足猎蝽,3407,1289,3136,1128,3679,1451
1227,01749.jpg,0,无,,,,,,
1228,01750.jpg,8,稻纵卷叶螟,2289,258,2133,95,2446,422
1229,01751.jpg,0,无,,,,,,
1230,01754.jpg,6,大螟,2022,168,1758,7,2287,329
1231,01754.jpg,7,二化螟,2367,104,2195,2,2540,206
1232,01754.jpg,9,白背飞虱,3632,2332,3586,2290,3678,2374
1233,01754.jpg,228,二点委夜蛾,2269,1873,2134,1783,2405,1963
1234,01755.jpg,0,无,,,,,,
1235,01757.jpg,0,无,,,,,,
1236,01759.jpg,0,无,,,,,,
1237,01761.jpg,0,无,,,,,,
1238,01762.jpg,148,黄足猎蝽,3283,1560,2924,1424,3642,1697
1239,01762.jpg,280,黄毒蛾,3514,2816,3341,2634,3688,2998
1240,01763.jpg,0,无,,,,,,
1241,01764.jpg,156,八点灰灯蛾,3363,3017,3079,2679,3647,3355
1242,01766.jpg,0,无,,,,,,
1243,01767.jpg,0,无,,,,,,
1244,01769.jpg,0,无,,,,,,
1245,01770.jpg,0,无,,,,,,
1246,01772.jpg,0,无,,,,,,
1247,01774.jpg,0,无,,,,,,
1248,01776.jpg,0,无,,,,,,
1249,01777.jpg,0,无,,,,,,
1250,01778.jpg,0,无,,,,,,
1251,01779.jpg,0,无,,,,,,
1252,01781.jpg,156,八点灰灯蛾,3920,3392,3650,3142,4190,3643
1253,01781.jpg,156,八点灰灯蛾,2495,125,2070,0,2921,251
1254,01781.jpg,156,八点灰灯蛾,3918,1295,3479,780,4357,1810
1255,01783.jpg,0,无,,,,,,
1256,01787.jpg,0,无,,,,,,
1257,01788.jpg,0,无,,,,,,
1258,01789.jpg,6,大螟,4074,3237,3781,2981,4368,3493
1259,01789.jpg,9,白背飞虱,2540,3363,2502,3311,2579,3416
1260,01790.jpg,0,无,,,,,,
1261,01791.jpg,10,褐飞虱属,3787,2431,3718,2395,3857,2468
1262,01794.jpg,0,无,,,,,,
1263,01796.jpg,9,白背飞虱,2677,363,2641,312,2714,415
1264,01800.jpg,0,无,,,,,,
1265,01801.jpg,0,无,,,,,,
1266,01805.jpg,0,无,,,,,,
1267,01807.jpg,0,无,,,,,,
1268,01810.jpg,0,无,,,,,,
1269,01811.jpg,0,无,,,,,,
1270,01814.jpg,0,无,,,,,,
1271,01817.jpg,6,大螟,2054,2031,1782,1786,2327,2277
1272,01817.jpg,156,八点灰灯蛾,4116,1962,3784,1543,4448,2381
1273,01818.jpg,0,无,,,,,,
1274,01819.jpg,0,无,,,,,,
1275,01820.jpg,0,无,,,,,,
1276,01822.jpg,0,无,,,,,,
1277,01824.jpg,0,无,,,,,,
1278,01826.jpg,156,八点灰灯蛾,2498,202,1925,13,3072,392
1279,01826.jpg,222,棉铃虫,4159,3403,3859,3202,4460,3605
1280,01826.jpg,256,蟋蟀,1427,3205,1143,3029,1712,3382
1281,01828.jpg,0,无,,,,,,
1282,01829.jpg,0,无,,,,,,
1283,01830.jpg,0,无,,,,,,
1284,01831.jpg,9,白背飞虱,4007,3552,3965,3505,4050,3600
1285,01831.jpg,9,白背飞虱,4565,232,4529,182,4602,283
1286,01832.jpg,0,无,,,,,,
1287,01833.jpg,105,粘虫,3106,2123,2832,1886,3380,2361
1288,01833.jpg,280,黄毒蛾,2322,2738,1849,2418,2796,3058
1289,01835.jpg,7,二化螟,3396,108,3255,5,3538,211
1290,01835.jpg,480,石蛾,1824,2311,1662,2144,1986,2479
1291,01837.jpg,0,无,,,,,,
1292,01840.jpg,0,无,,,,,,
1293,01841.jpg,0,无,,,,,,
1294,01842.jpg,0,无,,,,,,
1295,01843.jpg,0,无,,,,,,
1296,01844.jpg,0,无,,,,,,
1297,01846.jpg,156,八点灰灯蛾,1484,147,1181,4,1787,291
1298,01848.jpg,0,无,,,,,,
1299,01849.jpg,0,无,,,,,,
1300,01850.jpg,0,无,,,,,,
1301,01851.jpg,0,无,,,,,,
1302,01854.jpg,0,无,,,,,,
1303,01858.jpg,0,无,,,,,,
1304,01861.jpg,10,褐飞虱属,1804,2018,1760,1980,1849,2056
1305,01861.jpg,156,八点灰灯蛾,3859,2417,3399,2129,4320,2706
1306,01862.jpg,0,无,,,,,,
1307,01863.jpg,156,八点灰灯蛾,4122,1133,3729,773,4516,1494
1308,01867.jpg,0,无,,,,,,
1309,01868.jpg,7,二化螟,3178,3001,2959,2860,3397,3143
1310,01869.jpg,0,无,,,,,,
1311,01870.jpg,0,无,,,,,,
1312,01871.jpg,0,无,,,,,,
1313,01872.jpg,0,无,,,,,,
1314,01873.jpg,0,无,,,,,,
1315,01874.jpg,0,无,,,,,,
1316,01875.jpg,0,无,,,,,,
1317,01876.jpg,0,无,,,,,,
1318,01882.jpg,0,无,,,,,,
1319,01885.jpg,7,二化螟,4356,3588,4131,3530,4582,3646
1320,01886.jpg,156,八点灰灯蛾,3348,2080,2933,1647,3763,2513
1321,01888.jpg,0,无,,,,,,
1322,01890.jpg,156,八点灰灯蛾,4192,2567,3907,2144,4477,2991
1323,01890.jpg,156,八点灰灯蛾,4159,1565,3745,1284,4573,1846
1324,01892.jpg,0,无,,,,,,
1325,01896.jpg,0,无,,,,,,
1326,01897.jpg,0,无,,,,,,
1327,01898.jpg,0,无,,,,,,
1328,01900.jpg,0,无,,,,,,
1329,01901.jpg,0,无,,,,,,
1330,01902.jpg,0,无,,,,,,
1331,01903.jpg,0,无,,,,,,
1332,01905.jpg,0,无,,,,,,
1333,01907.jpg,7,二化螟,1814,2826,1686,2617,1943,3036
1334,01907.jpg,156,八点灰灯蛾,4148,2541,3726,2289,4571,2794
1335,01909.jpg,10,褐飞虱属,4265,1346,4235,1276,4295,1417
1336,01910.jpg,0,无,,,,,,
1337,01911.jpg,0,无,,,,,,
1338,01914.jpg,0,无,,,,,,
1339,01920.jpg,0,无,,,,,,
1340,01922.jpg,0,无,,,,,,
1341,01923.jpg,0,无,,,,,,
1342,01924.jpg,0,无,,,,,,
1343,01925.jpg,9,白背飞虱,3493,2233,3441,2208,3546,2259
1344,01925.jpg,105,粘虫,2687,1582,2394,1294,2980,1871
1345,01926.jpg,0,无,,,,,,
1346,01928.jpg,156,八点灰灯蛾,3969,3053,3435,2727,4504,3379
1347,01930.jpg,0,无,,,,,,
1348,01931.jpg,105,粘虫,2252,2024,1935,1597,2570,2451
1349,01931.jpg,256,蟋蟀,4646,1895,4503,1737,4789,2054
1350,01931.jpg,485,大黑鳃金龟,4471,1629,4312,1398,4631,1861
1351,01932.jpg,0,无,,,,,,
1352,01934.jpg,0,无,,,,,,
1353,01935.jpg,0,无,,,,,,
1354,01936.jpg,6,大螟,1346,548,1151,376,1541,720
1355,01936.jpg,10,褐飞虱属,2774,1070,2703,1032,2845,1108
1356,01936.jpg,480,石蛾,1748,1186,1615,1037,1881,1335
1357,01937.jpg,0,无,,,,,,
1358,01938.jpg,0,无,,,,,,
1359,01939.jpg,0,无,,,,,,
1360,01942.jpg,10,褐飞虱属,1888,562,1843,515,1933,610
1361,01943.jpg,0,无,,,,,,
1362,01946.jpg,0,无,,,,,,
1363,01948.jpg,156,八点灰灯蛾,2610,431,2194,28,3026,835
1364,01948.jpg,156,八点灰灯蛾,3103,1925,2630,1506,3576,2344
1365,01952.jpg,156,八点灰灯蛾,4506,2425,4090,1986,4923,2865
1366,01953.jpg,10,褐飞虱属,3273,2732,3247,2702,3300,2763
1367,01954.jpg,148,黄足猎蝽,2259,1893,1962,1677,2556,2109
1368,01954.jpg,256,蟋蟀,1776,3522,1514,3416,2039,3629
1369,01956.jpg,0,无,,,,,,
1370,01958.jpg,0,无,,,,,,
1371,01959.jpg,0,无,,,,,,
1372,01961.jpg,0,无,,,,,,
1373,01962.jpg,0,无,,,,,,
1374,01964.jpg,9,白背飞虱,2592,1202,2567,1148,2618,1256
1375,01965.jpg,0,无,,,,,,
1376,01966.jpg,156,八点灰灯蛾,2980,3106,2556,2698,3404,3515
1377,01966.jpg,156,八点灰灯蛾,2257,1810,1869,1425,2645,2195
1378,01968.jpg,0,无,,,,,,
1379,01969.jpg,0,无,,,,,,
1380,01972.jpg,0,无,,,,,,
1381,01974.jpg,10,褐飞虱属,2252,2581,2215,2509,2289,2653
1382,01977.jpg,0,无,,,,,,
1383,01978.jpg,0,无,,,,,,
1384,01980.jpg,0,无,,,,,,
1385,01981.jpg,0,无,,,,,,
1386,01982.jpg,0,无,,,,,,
1387,01983.jpg,7,二化螟,2464,390,2259,174,2670,606
1388,01983.jpg,9,白背飞虱,2883,1994,2854,1933,2913,2056
1389,01983.jpg,9,白背飞虱,3672,3193,3620,3148,3724,3238
1390,01983.jpg,10,褐飞虱属,2732,2748,2680,2720,2784,2776
1391,01983.jpg,156,八点灰灯蛾,3561,1927,3283,1681,3840,2174
1392,01983.jpg,156,八点灰灯蛾,1624,3506,1223,3358,2026,3654
1393,01983.jpg,222,棉铃虫,3994,2923,3644,2638,4345,3208
1394,01983.jpg,256,蟋蟀,2991,2290,2614,2101,3368,2480
1395,01983.jpg,256,蟋蟀,2939,1202,2592,920,3287,1485
1396,01983.jpg,402,瓜绢野螟,3146,283,2899,110,3394,457
1397,01984.jpg,0,无,,,,,,
1398,01985.jpg,148,黄足猎蝽,3338,1671,3008,1355,3669,1988
1399,01985.jpg,148,黄足猎蝽,3181,1757,2862,1559,3501,1956
1400,01985.jpg,156,八点灰灯蛾,2924,1093,2515,685,3333,1501
1401,01985.jpg,387,紫条尺蛾,3159,1464,2865,1297,3453,1632
1402,01986.jpg,0,无,,,,,,
1403,01987.jpg,0,无,,,,,,
1404,01989.jpg,0,无,,,,,,
1405,01992.jpg,156,八点灰灯蛾,4261,1058,3921,621,4601,1496
1406,01995.jpg,0,无,,,,,,
1407,01998.jpg,0,无,,,,,,
1408,01999.jpg,0,无,,,,,,
1409,02001.jpg,0,无,,,,,,
1410,02004.jpg,0,无,,,,,,
1411,02005.jpg,0,无,,,,,,
1412,02006.jpg,0,无,,,,,,
1413,02007.jpg,0,无,,,,,,
1414,02008.jpg,0,无,,,,,,
1415,02009.jpg,392,水螟蛾,1594,2471,1388,2264,1800,2678
1416,02010.jpg,0,无,,,,,,
1417,02011.jpg,0,无,,,,,,
1418,02012.jpg,0,无,,,,,,
1419,02016.jpg,0,无,,,,,,
1420,02018.jpg,0,无,,,,,,
1421,02020.jpg,280,黄毒蛾,3678,943,3412,773,3944,1113
1422,02022.jpg,0,无,,,,,,
1423,02024.jpg,0,无,,,,,,
1424,02025.jpg,0,无,,,,,,
1425,02027.jpg,0,无,,,,,,
1426,02028.jpg,256,蟋蟀,2084,317,1917,30,2251,604
1427,02028.jpg,256,蟋蟀,2630,146,2277,6,2983,287
1428,02029.jpg,0,无,,,,,,
1429,02030.jpg,0,无,,,,,,
1430,02031.jpg,0,无,,,,,,
1431,02032.jpg,0,无,,,,,,
1432,02033.jpg,0,无,,,,,,
1433,02035.jpg,0,无,,,,,,
1434,02036.jpg,156,八点灰灯蛾,3711,1582,3319,1208,4103,1957
1435,02036.jpg,156,八点灰灯蛾,1626,2830,1153,2383,2099,3278
1436,02036.jpg,156,八点灰灯蛾,2711,1991,2248,1451,3175,2532
1437,02036.jpg,156,八点灰灯蛾,4304,1770,3936,1289,4672,2251
1438,02037.jpg,0,无,,,,,,
1439,02039.jpg,0,无,,,,,,
1440,02042.jpg,0,无,,,,,,
1441,02044.jpg,0,无,,,,,,
1442,02047.jpg,0,无,,,,,,
1443,02049.jpg,105,粘虫,3357,1499,3129,1243,3586,1756
1444,02050.jpg,0,无,,,,,,
1445,02051.jpg,0,无,,,,,,
1446,02052.jpg,256,蟋蟀,4037,264,3658,0,4416,529
1447,02054.jpg,0,无,,,,,,
1448,02055.jpg,10,褐飞虱属,1735,1048,1682,1023,1789,1074
1449,02056.jpg,10,褐飞虱属,4028,2604,3997,2552,4059,2656
1450,02059.jpg,0,无,,,,,,
1451,02065.jpg,0,无,,,,,,
1452,02066.jpg,0,无,,,,,,
1453,02067.jpg,0,无,,,,,,
1454,02070.jpg,0,无,,,,,,
1455,02071.jpg,105,粘虫,3980,972,3697,760,4264,1185
1456,02071.jpg,156,八点灰灯蛾,4371,2032,3937,1675,4806,2389
1457,02071.jpg,156,八点灰灯蛾,1614,310,1208,2,2020,619
1458,02071.jpg,156,八点灰灯蛾,1953,1855,1646,1503,2260,2207
1459,02071.jpg,256,蟋蟀,4459,3384,4259,3118,4660,3651
1460,02073.jpg,0,无,,,,,,
1461,02075.jpg,0,无,,,,,,
1462,02076.jpg,0,无,,,,,,
1463,02078.jpg,0,无,,,,,,
1464,02079.jpg,156,八点灰灯蛾,3324,2980,3016,2656,3632,3304
1465,02081.jpg,0,无,,,,,,
1466,02083.jpg,0,无,,,,,,
1467,02085.jpg,0,无,,,,,,
1468,02086.jpg,0,无,,,,,,
1469,02090.jpg,0,无,,,,,,
1470,02092.jpg,0,无,,,,,,
1471,02094.jpg,10,褐飞虱属,1547,1182,1505,1130,1590,1234
1472,02094.jpg,222,棉铃虫,2488,1171,2147,895,2829,1448
1473,02095.jpg,280,黄毒蛾,3947,330,3702,142,4193,519
1474,02096.jpg,0,无,,,,,,
1475,02097.jpg,280,黄毒蛾,2574,2505,2335,2326,2813,2684
1476,02097.jpg,280,黄毒蛾,4112,2521,3838,2257,4386,2786
1477,02098.jpg,280,黄毒蛾,3879,1010,3611,789,4148,1231
1478,02099.jpg,0,无,,,,,,
1479,02101.jpg,0,无,,,,,,
1480,02103.jpg,115,甜菜夜蛾,4079,787,3954,582,4204,992
1481,02104.jpg,0,无,,,,,,
1482,02105.jpg,0,无,,,,,,
1483,02106.jpg,0,无,,,,,,
1484,02109.jpg,9,白背飞虱,2213,362,2149,333,2277,392
1485,02109.jpg,9,白背飞虱,3778,127,3722,96,3834,159
1486,02109.jpg,10,褐飞虱属,2620,1751,2593,1687,2647,1816
1487,02109.jpg,10,褐飞虱属,1944,1227,1888,1202,2000,1252
1488,02110.jpg,0,无,,,,,,
1489,02111.jpg,148,黄足猎蝽,109,2522,5,2300,214,2745
1490,02113.jpg,9,白背飞虱,1250,3586,1211,3531,1290,3641
1491,02116.jpg,0,无,,,,,,
1492,02119.jpg,0,无,,,,,,
1493,02120.jpg,9,白背飞虱,2820,3025,2743,2993,2898,3058
1494,02122.jpg,105,粘虫,4030,1007,3719,647,4341,1367
1495,02122.jpg,156,八点灰灯蛾,3782,1668,3410,1272,4154,2064
1496,02122.jpg,156,八点灰灯蛾,2388,1218,2132,802,2645,1634
1497,02122.jpg,398,甜菜白带野螟,2002,667,1827,473,2178,861
1498,02123.jpg,0,无,,,,,,
1499,02128.jpg,0,无,,,,,,
1500,02129.jpg,0,无,,,,,,
1501,02130.jpg,256,蟋蟀,4504,1346,4328,1136,4681,1557
1502,02132.jpg,0,无,,,,,,
1503,02135.jpg,0,无,,,,,,
1504,02136.jpg,0,无,,,,,,
1505,02139.jpg,156,八点灰灯蛾,4194,1118,3751,792,4637,1445
1506,02140.jpg,0,无,,,,,,
1507,02141.jpg,0,无,,,,,,
1508,02143.jpg,10,褐飞虱属,4331,270,4282,196,4381,345
1509,02144.jpg,105,粘虫,4496,1277,4290,1047,4703,1507
1510,02148.jpg,0,无,,,,,,
1511,02149.jpg,0,无,,,,,,
1512,02150.jpg,156,八点灰灯蛾,4191,623,3717,180,4666,1066
1513,02150.jpg,401,歧角螟,1293,2519,1103,2372,1484,2666
1514,02151.jpg,0,无,,,,,,
1515,02152.jpg,0,无,,,,,,
1516,02154.jpg,0,无,,,,,,
1517,02155.jpg,0,无,,,,,,
1518,02158.jpg,10,褐飞虱属,1842,3444,1792,3407,1892,3481
1519,02160.jpg,0,无,,,,,,
1520,02163.jpg,10,褐飞虱属,4317,1565,4273,1514,4361,1617
1521,02163.jpg,156,八点灰灯蛾,4004,361,3558,0,4450,723
1522,02167.jpg,0,无,,,,,,
1523,02169.jpg,0,无,,,,,,
1524,02171.jpg,0,无,,,,,,
1525,02174.jpg,9,白背飞虱,2141,1138,2072,1100,2210,1176
1526,02176.jpg,0,无,,,,,,
1527,02178.jpg,0,无,,,,,,
1528,02180.jpg,0,无,,,,,,
1529,02183.jpg,0,无,,,,,,
1530,02185.jpg,256,蟋蟀,2434,824,2133,620,2735,1029
1531,02185.jpg,256,蟋蟀,3193,710,3034,466,3353,955
1532,02188.jpg,0,无,,,,,,
1533,02190.jpg,0,无,,,,,,
1534,02191.jpg,0,无,,,,,,
1535,02195.jpg,0,无,,,,,,
1536,02196.jpg,0,无,,,,,,
1537,02197.jpg,0,无,,,,,,
1538,02199.jpg,256,蟋蟀,2222,1787,1990,1643,2455,1931
1539,02199.jpg,480,石蛾,2685,648,2618,534,2753,762
1540,02200.jpg,0,无,,,,,,
1541,02201.jpg,0,无,,,,,,
1542,02203.jpg,0,无,,,,,,
1543,02206.jpg,0,无,,,,,,
1544,02207.jpg,156,八点灰灯蛾,4167,3399,3671,3162,4664,3637
1545,02207.jpg,228,二点委夜蛾,4628,2522,4395,2250,4862,2794
1546,02208.jpg,0,无,,,,,,
1547,02210.jpg,0,无,,,,,,
1548,02211.jpg,0,无,,,,,,
1549,02212.jpg,0,无,,,,,,
1550,02214.jpg,10,褐飞虱属,1830,3188,1785,3152,1876,3225
1551,02214.jpg,10,褐飞虱属,4416,1986,4382,1920,4451,2052
1552,02214.jpg,156,八点灰灯蛾,1986,3525,1656,3413,2317,3638
1553,02215.jpg,148,黄足猎蝽,4211,173,3947,22,4475,325
1554,02215.jpg,156,八点灰灯蛾,1266,2587,977,2238,1555,2936
1555,02215.jpg,256,蟋蟀,2856,2714,2539,2526,3174,2902
1556,02215.jpg,256,蟋蟀,2695,1800,2488,1569,2903,2031
1557,02218.jpg,0,无,,,,,,
1558,02220.jpg,0,无,,,,,,
1559,02222.jpg,0,无,,,,,,
1560,02223.jpg,228,二点委夜蛾,3228,1175,2951,957,3506,1393
1561,02224.jpg,0,无,,,,,,
1562,02226.jpg,0,无,,,,,,
1563,02227.jpg,0,无,,,,,,
1564,02232.jpg,0,无,,,,,,
1565,02233.jpg,10,褐飞虱属,3785,930,3745,912,3826,948
1566,02233.jpg,401,歧角螟,4432,445,4278,277,4587,613
1567,02234.jpg,156,八点灰灯蛾,4172,663,3770,434,4574,892
1568,02234.jpg,235,甘蓝夜蛾,2323,242,2064,4,2583,480
1569,02234.jpg,485,大黑鳃金龟,1856,1101,1596,773,2117,1430
1570,02235.jpg,480,石蛾,3046,958,2946,829,3147,1088
1571,02236.jpg,0,无,,,,,,
1572,02237.jpg,156,八点灰灯蛾,3281,322,2861,66,3702,579
1573,02237.jpg,235,甘蓝夜蛾,2858,131,2523,0,3193,263
1574,02237.jpg,280,黄毒蛾,3181,756,2962,545,3400,968
1575,02240.jpg,0,无,,,,,,
1576,02241.jpg,0,无,,,,,,
1577,02242.jpg,398,甜菜白带野螟,3920,2145,3747,2023,4094,2267
1578,02245.jpg,156,八点灰灯蛾,2720,2501,2335,2159,3106,2843
1579,02247.jpg,0,无,,,,,,
1580,02248.jpg,0,无,,,,,,
1581,02253.jpg,0,无,,,,,,
1582,02255.jpg,0,无,,,,,,
1583,02259.jpg,0,无,,,,,,
1584,02260.jpg,0,无,,,,,,
1585,02266.jpg,10,褐飞虱属,1662,3585,1631,3533,1693,3638
1586,02267.jpg,0,无,,,,,,
1587,02268.jpg,7,二化螟,2772,159,2510,0,3034,319
1588,02268.jpg,256,蟋蟀,1634,1406,1484,1132,1784,1680
1589,02268.jpg,280,黄毒蛾,2321,1402,2113,1195,2530,1610
1590,02270.jpg,0,无,,,,,,
1591,02271.jpg,0,无,,,,,,
1592,02272.jpg,0,无,,,,,,
1593,02273.jpg,0,无,,,,,,
1594,02274.jpg,0,无,,,,,,
1595,02276.jpg,0,无,,,,,,
1596,02278.jpg,7,二化螟,4224,3222,4139,2981,4310,3463
1597,02278.jpg,7,二化螟,4384,1979,4281,1801,4487,2158
1598,02278.jpg,7,二化螟,4080,1797,3917,1689,4243,1906
1599,02279.jpg,0,无,,,,,,
1600,02285.jpg,115,甜菜夜蛾,2434,1167,2197,922,2671,1412
1601,02286.jpg,0,无,,,,,,
1602,02288.jpg,0,无,,,,,,
1603,02289.jpg,0,无,,,,,,
1604,02290.jpg,0,无,,,,,,
